,Request.id,Pickup.point,Driver.id,Status,Request.timestamp,Drop.timestamp,date,Request.hour,Request.timeslot,Supply,Demand,Duration
1654,5774,City,175,Trip Completed,7/15/16 8:29,7/15/16 9:22,7/15/16,8,Morning,supply,demand,53
1655,923,City,176,Trip Completed,7/11/16 18:26,7/11/16 19:37,7/11/16,18,Evening,supply,demand,71
1656,1439,City,176,Trip Completed,7/12/16 4:45,7/12/16 5:19,7/12/16,4,Early Morning,supply,demand,34
1657,2130,City,176,Trip Completed,7/12/16 17:04,7/12/16 17:46,7/12/16,17,Evening,supply,demand,42
1658,2797,City,176,Trip Completed,7/13/16 4:53,7/13/16 6:07,7/13/16,4,Early Morning,supply,demand,73
1659,3135,Airport,176,Trip Completed,7/13/16 8:48,7/13/16 9:21,7/13/16,8,Morning,supply,demand,33
1660,3525,Airport,176,Trip Completed,7/13/16 17:48,7/13/16 18:50,7/13/16,17,Evening,supply,demand,62
1661,3925,Airport,176,Trip Completed,7/13/16 22:26,7/13/16 23:25,7/13/16,22,Night,supply,demand,58
1662,4087,City,176,Trip Completed,7/14/16 2:52,7/14/16 3:57,7/14/16,2,Late Night,supply,demand,64
1663,4706,City,176,Trip Completed,7/14/16 13:14,7/14/16 14:00,7/14/16,13,Afternoon,supply,demand,45
1664,5448,Airport,176,Trip Completed,7/15/16 3:22,7/15/16 4:27,7/15/16,3,Late Night,supply,demand,64
1665,5645,City,176,Trip Completed,7/15/16 6:51,7/15/16 7:35,7/15/16,6,Early Morning,supply,demand,44
1666,5862,City,176,Trip Completed,7/15/16 9:19,7/15/16 9:56,7/15/16,9,Morning,supply,demand,37
1667,6079,Airport,176,Trip Completed,7/15/16 14:21,7/15/16 15:07,7/15/16,14,Afternoon,supply,demand,45
1668,6648,Airport,176,Trip Completed,7/15/16 22:04,7/15/16 23:14,7/15/16,22,Night,supply,demand,69
1669,863,City,177,Trip Completed,7/11/16 17:55,7/11/16 18:43,7/11/16,17,Evening,supply,demand,48
1670,1324,City,177,Trip Completed,7/11/16 22:59,7/12/16 0:05,7/11/16,22,Night,supply,demand,66
1671,1666,City,177,Trip Completed,7/12/16 7:37,7/12/16 8:49,7/12/16,7,Early Morning,supply,demand,72
1672,1797,Airport,177,Trip Completed,7/12/16 9:15,7/12/16 9:41,7/12/16,9,Morning,supply,demand,26
1673,2279,Airport,177,Trip Completed,7/12/16 18:38,7/12/16 19:26,7/12/16,18,Evening,supply,demand,48
1674,2997,City,177,Trip Completed,7/13/16 7:10,7/13/16 7:49,7/13/16,7,Early Morning,supply,demand,38
1675,3343,Airport,177,Trip Completed,7/13/16 12:57,7/13/16 13:42,7/13/16,12,Morning,supply,demand,44
1676,3625,Airport,177,Trip Completed,7/13/16 18:57,7/13/16 20:01,7/13/16,18,Evening,supply,demand,63
1677,4310,City,177,Trip Completed,7/14/16 6:48,7/14/16 7:42,7/14/16,6,Early Morning,supply,demand,53
1678,4750,Airport,177,Trip Completed,7/14/16 15:09,7/14/16 16:20,7/14/16,15,Afternoon,supply,demand,71
1679,5185,Airport,177,Trip Completed,7/14/16 20:35,7/14/16 21:49,7/14/16,20,Evening,supply,demand,74
1680,5978,Airport,177,Trip Completed,7/15/16 11:27,7/15/16 12:10,7/15/16,11,Morning,supply,demand,42
1681,6073,City,177,Trip Completed,7/15/16 14:02,7/15/16 14:50,7/15/16,14,Afternoon,supply,demand,47
1682,455,City,178,Trip Completed,7/11/16 9:17,7/11/16 10:12,7/11/16,9,Morning,supply,demand,55
1683,651,Airport,178,Trip Completed,7/11/16 12:45,7/11/16 13:25,7/11/16,12,Morning,supply,demand,40
1684,742,City,178,Trip Completed,7/11/16 15:38,7/11/16 16:25,7/11/16,15,Afternoon,supply,demand,47
1685,828,Airport,178,Trip Completed,7/11/16 17:35,7/11/16 18:07,7/11/16,17,Evening,supply,demand,32
1686,1701,City,178,Trip Completed,7/12/16 7:58,7/12/16 8:47,7/12/16,7,Early Morning,supply,demand,49
1687,1985,City,178,Trip Completed,7/12/16 12:24,7/12/16 13:29,7/12/16,12,Morning,supply,demand,65
1688,2277,City,178,Trip Completed,7/12/16 18:39,7/12/16 19:34,7/12/16,18,Evening,supply,demand,55
1689,3108,Airport,178,Trip Completed,7/13/16 8:25,7/13/16 9:35,7/13/16,8,Morning,supply,demand,70
1690,3880,Airport,178,Trip Completed,7/13/16 21:54,7/13/16 22:35,7/13/16,21,Night,supply,demand,41
1691,4252,City,178,Trip Completed,7/14/16 6:05,7/14/16 6:46,7/14/16,6,Early Morning,supply,demand,41
1692,4646,Airport,178,Trip Completed,7/14/16 11:49,7/14/16 12:55,7/14/16,11,Morning,supply,demand,66
1693,5560,Airport,178,Trip Completed,7/15/16 5:35,7/15/16 6:19,7/15/16,5,Early Morning,supply,demand,43
1694,483,City,179,Trip Completed,7/11/16 9:26,7/11/16 10:04,7/11/16,9,Morning,supply,demand,38
1695,628,Airport,179,Trip Completed,7/11/16 12:19,7/11/16 13:00,7/11/16,12,Morning,supply,demand,41
1696,2285,City,179,Trip Completed,7/12/16 18:34,7/12/16 19:14,7/12/16,18,Evening,supply,demand,40
1697,4024,Airport,179,Trip Completed,7/13/16 0:06,7/13/16 0:42,7/13/16,0,Late Night,supply,demand,35
1698,2952,City,179,Trip Completed,7/13/16 6:39,7/13/16 7:56,7/13/16,6,Early Morning,supply,demand,76
1699,4631,Airport,179,Trip Completed,7/14/16 11:16,7/14/16 12:24,7/14/16,11,Morning,supply,demand,67
1700,5200,Airport,179,Trip Completed,7/14/16 20:48,7/14/16 21:38,7/14/16,20,Evening,supply,demand,49
1701,5711,City,179,Trip Completed,7/15/16 7:40,7/15/16 8:33,7/15/16,7,Early Morning,supply,demand,53
1702,6399,Airport,179,Trip Completed,7/15/16 19:24,7/15/16 20:01,7/15/16,19,Evening,supply,demand,37
1703,6453,City,179,Trip Completed,7/15/16 20:06,7/15/16 21:02,7/15/16,20,Evening,supply,demand,55
1704,788,City,180,Trip Completed,7/11/16 16:53,7/11/16 17:54,7/11/16,16,Afternoon,supply,demand,61
1705,1550,Airport,180,Trip Completed,7/12/16 6:08,7/12/16 7:14,7/12/16,6,Early Morning,supply,demand,66
1706,2069,Airport,180,Trip Completed,7/12/16 15:20,7/12/16 15:55,7/12/16,15,Afternoon,supply,demand,35
1707,2593,City,180,Trip Completed,7/12/16 21:43,7/12/16 22:35,7/12/16,21,Night,supply,demand,52
1708,2943,City,180,Trip Completed,7/13/16 6:41,7/13/16 7:15,7/13/16,6,Early Morning,supply,demand,34
1709,3649,City,180,Trip Completed,7/13/16 19:11,7/13/16 20:21,7/13/16,19,Evening,supply,demand,69
1710,3942,Airport,180,Trip Completed,7/13/16 22:36,7/13/16 23:42,7/13/16,22,Night,supply,demand,65
1711,5512,Airport,180,Trip Completed,7/15/16 5:10,7/15/16 5:42,7/15/16,5,Early Morning,supply,demand,31
1712,5752,City,180,Trip Completed,7/15/16 8:02,7/15/16 9:09,7/15/16,8,Morning,supply,demand,67
1713,6362,City,180,Trip Completed,7/15/16 19:05,7/15/16 19:49,7/15/16,19,Evening,supply,demand,43
1714,1151,Airport,181,Trip Completed,7/11/16 20:40,7/11/16 21:38,7/11/16,20,Evening,supply,demand,58
1715,1812,Airport,181,Trip Completed,7/12/16 9:16,7/12/16 10:09,7/12/16,9,Morning,supply,demand,53
1716,1946,Airport,181,Trip Completed,7/12/16 11:28,7/12/16 12:32,7/12/16,11,Morning,supply,demand,64
1717,2646,City,181,Trip Completed,7/12/16 22:46,7/12/16 23:45,7/12/16,22,Night,supply,demand,59
1718,3255,Airport,181,Trip Completed,7/13/16 10:10,7/13/16 11:20,7/13/16,10,Morning,supply,demand,70
1719,3431,Airport,181,Trip Completed,7/13/16 16:03,7/13/16 16:46,7/13/16,16,Afternoon,supply,demand,43
1720,3634,City,181,Trip Completed,7/13/16 19:00,7/13/16 19:54,7/13/16,19,Evening,supply,demand,53
1721,4592,City,181,Trip Completed,7/14/16 10:09,7/14/16 10:38,7/14/16,10,Morning,supply,demand,29
1722,5705,City,181,Trip Completed,7/15/16 7:32,7/15/16 8:16,7/15/16,7,Early Morning,supply,demand,43
1723,6056,Airport,181,Trip Completed,7/15/16 13:35,7/15/16 14:02,7/15/16,13,Afternoon,supply,demand,26
1724,325,City,182,Trip Completed,7/11/16 7:34,7/11/16 8:44,7/11/16,7,Early Morning,supply,demand,70
1725,1015,City,182,Trip Completed,7/11/16 19:15,7/11/16 20:11,7/11/16,19,Evening,supply,demand,56
1726,1308,City,182,Trip Completed,7/11/16 22:41,7/11/16 23:54,7/11/16,22,Night,supply,demand,73
1727,1667,City,182,Trip Completed,7/12/16 7:42,7/12/16 8:03,7/12/16,7,Early Morning,supply,demand,21
1728,2436,Airport,182,Trip Completed,7/12/16 20:15,7/12/16 20:46,7/12/16,20,Evening,supply,demand,31
1729,2865,City,182,Trip Completed,7/13/16 5:42,7/13/16 6:25,7/13/16,5,Early Morning,supply,demand,43
1730,3397,City,182,Trip Completed,7/13/16 15:00,7/13/16 15:58,7/13/16,15,Afternoon,supply,demand,58
1731,4040,Airport,182,Trip Completed,7/14/16 0:38,7/14/16 1:50,7/14/16,0,Late Night,supply,demand,71
1732,4094,City,182,Trip Completed,7/14/16 3:09,7/14/16 3:44,7/14/16,3,Late Night,supply,demand,35
1733,4568,Airport,182,Trip Completed,7/14/16 9:50,7/14/16 10:22,7/14/16,9,Morning,supply,demand,31
1734,5105,City,182,Trip Completed,7/14/16 19:59,7/14/16 20:37,7/14/16,19,Evening,supply,demand,37
1735,573,Airport,183,Trip Completed,7/11/16 10:57,7/11/16 11:30,7/11/16,10,Morning,supply,demand,33
1736,789,City,183,Trip Completed,7/11/16 16:54,7/11/16 17:36,7/11/16,16,Afternoon,supply,demand,42
1737,1525,City,183,Trip Completed,7/12/16 5:48,7/12/16 6:46,7/12/16,5,Early Morning,supply,demand,58
1738,2786,Airport,183,Trip Completed,7/13/16 4:54,7/13/16 5:34,7/13/16,4,Early Morning,supply,demand,39
1739,3143,Airport,183,Trip Completed,7/13/16 8:52,7/13/16 9:57,7/13/16,8,Morning,supply,demand,65
1740,3917,City,183,Trip Completed,7/13/16 22:15,7/13/16 23:23,7/13/16,22,Night,supply,demand,67
1741,4375,City,183,Trip Completed,7/14/16 7:38,7/14/16 8:42,7/14/16,7,Early Morning,supply,demand,63
1742,6345,City,183,Trip Completed,7/15/16 18:44,7/15/16 19:57,7/15/16,18,Evening,supply,demand,72
1743,169,City,184,Trip Completed,7/11/16 5:45,7/11/16 6:48,7/11/16,5,Early Morning,supply,demand,63
1744,537,City,184,Trip Completed,7/11/16 10:05,7/11/16 10:57,7/11/16,10,Morning,supply,demand,52
1745,682,City,184,Trip Completed,7/11/16 13:32,7/11/16 14:19,7/11/16,13,Afternoon,supply,demand,47
1746,1384,City,184,Trip Completed,7/12/16 1:15,7/12/16 2:18,7/12/16,1,Late Night,supply,demand,63
1747,2167,Airport,184,Trip Completed,7/12/16 17:30,7/12/16 18:30,7/12/16,17,Evening,supply,demand,60
1748,2295,City,184,Trip Completed,7/12/16 18:48,7/12/16 19:12,7/12/16,18,Evening,supply,demand,24
1749,3109,City,184,Trip Completed,7/13/16 8:22,7/13/16 9:18,7/13/16,8,Morning,supply,demand,55
1750,3293,City,184,Trip Completed,7/13/16 11:18,7/13/16 11:52,7/13/16,11,Morning,supply,demand,34
1751,3444,City,184,Trip Completed,7/13/16 16:33,7/13/16 17:49,7/13/16,16,Afternoon,supply,demand,76
1752,3660,Airport,184,Trip Completed,7/13/16 19:22,7/13/16 19:51,7/13/16,19,Evening,supply,demand,28
1753,4693,City,184,Trip Completed,7/14/16 13:01,7/14/16 14:10,7/14/16,13,Afternoon,supply,demand,68
1754,5214,Airport,184,Trip Completed,7/14/16 20:59,7/14/16 21:48,7/14/16,20,Evening,supply,demand,48
1755,5570,City,184,Trip Completed,7/15/16 5:53,7/15/16 6:17,7/15/16,5,Early Morning,supply,demand,24
1756,6003,Airport,184,Trip Completed,7/15/16 12:09,7/15/16 12:57,7/15/16,12,Morning,supply,demand,48
1757,6663,Airport,184,Trip Completed,7/15/16 22:22,7/15/16 23:03,7/15/16,22,Night,supply,demand,41
1758,616,Airport,185,Trip Completed,7/11/16 12:05,7/11/16 12:48,7/11/16,12,Morning,supply,demand,43
1759,1056,City,185,Trip Completed,7/11/16 19:49,7/11/16 20:28,7/11/16,19,Evening,supply,demand,39
1760,1903,City,185,Trip Completed,7/12/16 10:36,7/12/16 11:32,7/12/16,10,Morning,supply,demand,56
1761,2643,City,185,Trip Completed,7/12/16 22:37,7/12/16 23:34,7/12/16,22,Night,supply,demand,57
1762,3291,City,185,Trip Completed,7/13/16 11:10,7/13/16 12:31,7/13/16,11,Morning,supply,demand,81
1763,3965,Airport,185,Trip Completed,7/13/16 22:50,7/13/16 23:20,7/13/16,22,Night,supply,demand,29
1764,4007,City,185,Trip Completed,7/13/16 23:46,7/14/16 0:23,7/13/16,23,Night,supply,demand,37
1765,4234,City,185,Trip Completed,7/14/16 5:59,7/14/16 7:01,7/14/16,5,Early Morning,supply,demand,62
1766,4388,Airport,185,Trip Completed,7/14/16 7:50,7/14/16 8:48,7/14/16,7,Early Morning,supply,demand,58
1767,4964,City,185,Trip Completed,7/14/16 18:34,7/14/16 19:13,7/14/16,18,Evening,supply,demand,38
1768,5544,City,185,Trip Completed,7/15/16 5:23,7/15/16 5:56,7/15/16,5,Early Morning,supply,demand,33
1769,6217,City,185,Trip Completed,7/15/16 17:33,7/15/16 18:00,7/15/16,17,Evening,supply,demand,26
1770,1345,Airport,186,Trip Completed,7/11/16 23:37,7/12/16 0:09,7/11/16,23,Night,supply,demand,32
1771,1874,Airport,186,Trip Completed,7/12/16 9:56,7/12/16 10:42,7/12/16,9,Morning,supply,demand,46
1772,2413,City,186,Trip Completed,7/12/16 20:02,7/12/16 21:16,7/12/16,20,Evening,supply,demand,74
1773,3068,City,186,Trip Completed,7/13/16 7:59,7/13/16 8:49,7/13/16,7,Early Morning,supply,demand,49
1774,3452,City,186,Trip Completed,7/13/16 16:52,7/13/16 17:25,7/13/16,16,Afternoon,supply,demand,32
1775,4031,City,186,Trip Completed,7/14/16 0:22,7/14/16 0:55,7/14/16,0,Late Night,supply,demand,32
1776,4438,Airport,186,Trip Completed,7/14/16 8:27,7/14/16 9:12,7/14/16,8,Morning,supply,demand,45
1777,5521,Airport,186,Trip Completed,7/15/16 5:19,7/15/16 6:27,7/15/16,5,Early Morning,supply,demand,68
1778,5832,City,186,Trip Completed,7/15/16 9:00,7/15/16 9:55,7/15/16,9,Morning,supply,demand,54
1779,5990,Airport,186,Trip Completed,7/15/16 11:43,7/15/16 12:40,7/15/16,11,Morning,supply,demand,57
1780,6254,City,186,Trip Completed,7/15/16 17:57,7/15/16 18:50,7/15/16,17,Evening,supply,demand,53
1781,320,City,187,Trip Completed,7/11/16 7:32,7/11/16 8:44,7/11/16,7,Early Morning,supply,demand,72
1782,717,City,187,Trip Completed,7/11/16 14:52,7/11/16 15:46,7/11/16,14,Afternoon,supply,demand,54
1783,2074,City,187,Trip Completed,7/12/16 15:32,7/12/16 16:24,7/12/16,15,Afternoon,supply,demand,52
1784,4576,Airport,187,Trip Completed,7/14/16 9:57,7/14/16 11:13,7/14/16,9,Morning,supply,demand,75
1785,5503,City,187,Trip Completed,7/15/16 5:11,7/15/16 6:01,7/15/16,5,Early Morning,supply,demand,49
1786,173,City,188,Trip Completed,7/11/16 5:45,7/11/16 6:30,7/11/16,5,Early Morning,supply,demand,45
1787,698,City,188,Trip Completed,7/11/16 14:00,7/11/16 14:49,7/11/16,14,Afternoon,supply,demand,49
1788,2039,Airport,188,Trip Completed,7/12/16 14:29,7/12/16 15:18,7/12/16,14,Afternoon,supply,demand,49
1789,2467,Airport,188,Trip Completed,7/12/16 20:34,7/12/16 21:41,7/12/16,20,Evening,supply,demand,67
1790,2676,Airport,188,Trip Completed,7/12/16 23:53,7/13/16 0:26,7/12/16,23,Night,supply,demand,33
1791,3038,City,188,Trip Completed,7/13/16 7:37,7/13/16 8:33,7/13/16,7,Early Morning,supply,demand,56
1792,4003,Airport,188,Trip Completed,7/13/16 23:40,7/14/16 0:38,7/13/16,23,Night,supply,demand,57
1793,4126,City,188,Trip Completed,7/14/16 4:40,7/14/16 5:53,7/14/16,4,Early Morning,supply,demand,72
1794,4611,City,188,Trip Completed,7/14/16 10:34,7/14/16 11:19,7/14/16,10,Morning,supply,demand,44
1795,4975,City,188,Trip Completed,7/14/16 18:42,7/14/16 19:18,7/14/16,18,Evening,supply,demand,36
1796,5664,City,188,Trip Completed,7/15/16 7:03,7/15/16 7:46,7/15/16,7,Early Morning,supply,demand,43
1797,6006,Airport,188,Trip Completed,7/15/16 12:17,7/15/16 13:25,7/15/16,12,Morning,supply,demand,67
1798,6329,City,188,Trip Completed,7/15/16 18:43,7/15/16 19:36,7/15/16,18,Evening,supply,demand,53
1799,2779,Airport,189,Trip Completed,7/13/16 4:46,7/13/16 5:41,7/13/16,4,Early Morning,supply,demand,55
1800,4216,Airport,189,Trip Completed,7/14/16 5:38,7/14/16 6:36,7/14/16,5,Early Morning,supply,demand,58
1801,4711,Airport,189,Trip Completed,7/14/16 13:18,7/14/16 13:56,7/14/16,13,Afternoon,supply,demand,37
1802,4825,City,189,Trip Completed,7/14/16 17:22,7/14/16 18:17,7/14/16,17,Evening,supply,demand,55
1803,6175,City,189,Trip Completed,7/15/16 16:55,7/15/16 17:49,7/15/16,16,Afternoon,supply,demand,53
1804,2445,City,190,Trip Completed,7/12/16 20:18,7/12/16 21:04,7/12/16,20,Evening,supply,demand,46
1805,2714,Airport,190,Trip Completed,7/13/16 1:52,7/13/16 2:51,7/13/16,1,Late Night,supply,demand,58
1806,3089,Airport,190,Trip Completed,7/13/16 8:11,7/13/16 8:53,7/13/16,8,Morning,supply,demand,42
1807,3462,Airport,190,Trip Completed,7/13/16 17:10,7/13/16 17:52,7/13/16,17,Evening,supply,demand,42
1808,4462,Airport,190,Trip Completed,7/14/16 8:40,7/14/16 9:22,7/14/16,8,Morning,supply,demand,42
1809,4698,City,190,Trip Completed,7/14/16 13:07,7/14/16 14:13,7/14/16,13,Afternoon,supply,demand,65
1810,5098,Airport,190,Trip Completed,7/14/16 19:50,7/14/16 20:27,7/14/16,19,Evening,supply,demand,36
1811,6711,City,190,Trip Completed,7/15/16 23:07,7/16/16 0:11,7/15/16,23,Night,supply,demand,64
1812,146,Airport,191,Trip Completed,7/11/16 5:29,7/11/16 6:08,7/11/16,5,Early Morning,supply,demand,39
1813,652,Airport,191,Trip Completed,7/11/16 12:43,7/11/16 13:29,7/11/16,12,Morning,supply,demand,46
1814,1947,Airport,191,Trip Completed,7/12/16 11:33,7/12/16 12:09,7/12/16,11,Morning,supply,demand,36
1815,2236,Airport,191,Trip Completed,7/12/16 18:16,7/12/16 19:07,7/12/16,18,Evening,supply,demand,51
1816,3393,City,191,Trip Completed,7/13/16 14:42,7/13/16 15:58,7/13/16,14,Afternoon,supply,demand,76
1817,4577,Airport,191,Trip Completed,7/14/16 9:54,7/14/16 10:58,7/14/16,9,Morning,supply,demand,64
1818,4932,City,191,Trip Completed,7/14/16 18:17,7/14/16 18:53,7/14/16,18,Evening,supply,demand,36
1819,5419,City,191,Trip Completed,7/15/16 2:01,7/15/16 2:34,7/15/16,2,Late Night,supply,demand,32
1820,5766,City,191,Trip Completed,7/15/16 8:19,7/15/16 9:18,7/15/16,8,Morning,supply,demand,58
1821,6261,Airport,191,Trip Completed,7/15/16 18:07,7/15/16 19:07,7/15/16,18,Evening,supply,demand,60
1822,800,Airport,192,Trip Completed,7/11/16 17:13,7/11/16 17:56,7/11/16,17,Evening,supply,demand,43
1823,1484,Airport,192,Trip Completed,7/12/16 5:19,7/12/16 5:55,7/12/16,5,Early Morning,supply,demand,36
1824,1989,Airport,192,Trip Completed,7/12/16 12:30,7/12/16 13:01,7/12/16,12,Morning,supply,demand,31
1825,3850,Airport,192,Trip Completed,7/13/16 21:27,7/13/16 22:05,7/13/16,21,Night,supply,demand,37
1826,4441,City,192,Trip Completed,7/14/16 8:32,7/14/16 9:19,7/14/16,8,Morning,supply,demand,47
1827,4783,Airport,192,Trip Completed,7/14/16 16:34,7/14/16 17:21,7/14/16,16,Afternoon,supply,demand,47
1828,392,Airport,193,Trip Completed,7/11/16 8:23,7/11/16 9:10,7/11/16,8,Morning,supply,demand,47
1829,653,City,193,Trip Completed,7/11/16 12:47,7/11/16 13:53,7/11/16,12,Morning,supply,demand,66
1830,1283,City,193,Trip Completed,7/11/16 22:09,7/11/16 23:18,7/11/16,22,Night,supply,demand,69
1831,1860,City,193,Trip Completed,7/12/16 9:55,7/12/16 10:32,7/12/16,9,Morning,supply,demand,37
1832,1910,Airport,193,Trip Completed,7/12/16 10:41,7/12/16 11:27,7/12/16,10,Morning,supply,demand,46
1833,2259,Airport,193,Trip Completed,7/12/16 18:30,7/12/16 19:36,7/12/16,18,Evening,supply,demand,66
1834,2752,Airport,193,Trip Completed,7/13/16 3:37,7/13/16 4:19,7/13/16,3,Late Night,supply,demand,42
1835,3385,City,193,Trip Completed,7/13/16 14:33,7/13/16 15:21,7/13/16,14,Afternoon,supply,demand,47
1836,4915,Airport,193,Trip Completed,7/14/16 18:12,7/14/16 19:07,7/14/16,18,Evening,supply,demand,54
1837,5957,Airport,193,Trip Completed,7/15/16 10:46,7/15/16 11:26,7/15/16,10,Morning,supply,demand,40
1838,5992,City,193,Trip Completed,7/15/16 11:54,7/15/16 12:39,7/15/16,11,Morning,supply,demand,45
1839,6160,Airport,193,Trip Completed,7/15/16 16:30,7/15/16 17:39,7/15/16,16,Afternoon,supply,demand,69
1840,21,Airport,194,Trip Completed,7/11/16 1:29,7/11/16 2:05,7/11/16,1,Late Night,supply,demand,36
1841,106,City,194,Trip Completed,7/11/16 5:06,7/11/16 5:38,7/11/16,5,Early Morning,supply,demand,32
1842,512,Airport,194,Trip Completed,7/11/16 9:47,7/11/16 10:55,7/11/16,9,Morning,supply,demand,68
1843,760,City,194,Trip Completed,7/11/16 16:16,7/11/16 16:54,7/11/16,16,Afternoon,supply,demand,38
1844,1098,City,194,Trip Completed,7/11/16 20:15,7/11/16 21:03,7/11/16,20,Evening,supply,demand,48
1845,1314,Airport,194,Trip Completed,7/11/16 22:44,7/11/16 23:51,7/11/16,22,Night,supply,demand,67
1846,2746,Airport,194,Trip Completed,7/13/16 3:14,7/13/16 4:00,7/13/16,3,Late Night,supply,demand,46
1847,3140,Airport,194,Trip Completed,7/13/16 8:48,7/13/16 9:41,7/13/16,8,Morning,supply,demand,52
1848,3314,City,194,Trip Completed,7/13/16 12:06,7/13/16 12:50,7/13/16,12,Morning,supply,demand,43
1849,4157,Airport,194,Trip Completed,7/14/16 5:04,7/14/16 5:32,7/14/16,5,Early Morning,supply,demand,27
1850,5340,Airport,194,Trip Completed,7/14/16 22:32,7/14/16 23:44,7/14/16,22,Night,supply,demand,72
1851,6257,Airport,194,Trip Completed,7/15/16 18:03,7/15/16 19:04,7/15/16,18,Evening,supply,demand,61
1852,564,Airport,195,Trip Completed,7/11/16 10:20,7/11/16 11:23,7/11/16,10,Morning,supply,demand,63
1853,1271,Airport,195,Trip Completed,7/11/16 22:00,7/11/16 22:38,7/11/16,22,Night,supply,demand,38
1854,1647,Airport,195,Trip Completed,7/12/16 7:13,7/12/16 7:51,7/12/16,7,Early Morning,supply,demand,38
1855,2767,Airport,195,Trip Completed,7/13/16 4:07,7/13/16 4:59,7/13/16,4,Early Morning,supply,demand,52
1856,3646,Airport,195,Trip Completed,7/13/16 19:11,7/13/16 19:48,7/13/16,19,Evening,supply,demand,37
1857,4865,Airport,195,Trip Completed,7/14/16 17:37,7/14/16 18:57,7/14/16,17,Evening,supply,demand,80
1858,6055,Airport,195,Trip Completed,7/15/16 13:35,7/15/16 14:32,7/15/16,13,Afternoon,supply,demand,56
1859,6679,Airport,195,Trip Completed,7/15/16 22:26,7/15/16 23:08,7/15/16,22,Night,supply,demand,41
1860,283,Airport,196,Trip Completed,7/11/16 7:01,7/11/16 7:32,7/11/16,7,Early Morning,supply,demand,31
1861,489,City,196,Trip Completed,7/11/16 9:29,7/11/16 10:21,7/11/16,9,Morning,supply,demand,52
1862,1559,Airport,196,Trip Completed,7/12/16 6:09,7/12/16 6:53,7/12/16,6,Early Morning,supply,demand,44
1863,2545,Airport,196,Trip Completed,7/12/16 21:20,7/12/16 21:53,7/12/16,21,Night,supply,demand,33
1864,3333,City,196,Trip Completed,7/13/16 12:35,7/13/16 13:41,7/13/16,12,Morning,supply,demand,66
1865,4037,Airport,196,Trip Completed,7/14/16 0:32,7/14/16 1:17,7/14/16,0,Late Night,supply,demand,44
1866,4578,Airport,196,Trip Completed,7/14/16 9:59,7/14/16 11:03,7/14/16,9,Morning,supply,demand,64
1867,4664,City,196,Trip Completed,7/14/16 12:23,7/14/16 12:58,7/14/16,12,Morning,supply,demand,34
1868,4756,City,196,Trip Completed,7/14/16 15:20,7/14/16 16:23,7/14/16,15,Afternoon,supply,demand,62
1869,5843,Airport,196,Trip Completed,7/15/16 9:10,7/15/16 9:36,7/15/16,9,Morning,supply,demand,25
1870,6045,City,196,Trip Completed,7/15/16 13:19,7/15/16 14:00,7/15/16,13,Afternoon,supply,demand,41
1871,6735,Airport,196,Trip Completed,7/15/16 23:35,7/16/16 0:11,7/15/16,23,Night,supply,demand,36
1872,335,City,197,Trip Completed,7/11/16 7:39,7/11/16 8:23,7/11/16,7,Early Morning,supply,demand,44
1873,558,City,197,Trip Completed,7/11/16 10:15,7/11/16 11:12,7/11/16,10,Morning,supply,demand,57
1874,844,City,197,Trip Completed,7/11/16 17:38,7/11/16 18:48,7/11/16,17,Evening,supply,demand,70
1875,1186,City,197,Trip Completed,7/11/16 21:05,7/11/16 22:16,7/11/16,21,Night,supply,demand,71
1876,1705,City,197,Trip Completed,7/12/16 8:08,7/12/16 9:00,7/12/16,8,Morning,supply,demand,52
1877,2469,Airport,197,Trip Completed,7/12/16 20:43,7/12/16 21:35,7/12/16,20,Evening,supply,demand,52
1878,2975,Airport,197,Trip Completed,7/13/16 6:53,7/13/16 8:04,7/13/16,6,Early Morning,supply,demand,71
1879,3641,City,197,Trip Completed,7/13/16 19:04,7/13/16 20:04,7/13/16,19,Evening,supply,demand,60
1880,4476,Airport,197,Trip Completed,7/14/16 8:50,7/14/16 9:38,7/14/16,8,Morning,supply,demand,47
1881,4969,City,197,Trip Completed,7/14/16 18:41,7/14/16 19:09,7/14/16,18,Evening,supply,demand,28
1882,5737,City,197,Trip Completed,7/15/16 7:49,7/15/16 8:58,7/15/16,7,Early Morning,supply,demand,68
1883,6102,City,197,Trip Completed,7/15/16 14:57,7/15/16 15:30,7/15/16,14,Afternoon,supply,demand,32
1884,6721,City,197,Trip Completed,7/15/16 23:23,7/16/16 0:18,7/15/16,23,Night,supply,demand,55
1885,11,City,198,Trip Completed,7/11/16 1:00,7/11/16 1:53,7/11/16,1,Late Night,supply,demand,53
1886,519,City,198,Trip Completed,7/11/16 9:43,7/11/16 10:54,7/11/16,9,Morning,supply,demand,71
1887,1994,Airport,198,Trip Completed,7/12/16 12:49,7/12/16 13:48,7/12/16,12,Morning,supply,demand,59
1888,2483,Airport,198,Trip Completed,7/12/16 20:46,7/12/16 21:53,7/12/16,20,Evening,supply,demand,67
1889,2635,City,198,Trip Completed,7/12/16 22:26,7/12/16 23:33,7/12/16,22,Night,supply,demand,67
1890,3545,City,198,Trip Completed,7/13/16 18:00,7/13/16 18:38,7/13/16,18,Evening,supply,demand,37
1891,4730,City,198,Trip Completed,7/14/16 14:12,7/14/16 15:25,7/14/16,14,Afternoon,supply,demand,73
